issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture
1391,#1391 [MADness] The World Is Not Radioactive Enough,1,1. the military claims that their threatening letters are signed with the blood of their enemies,-0.0033,,-0.0033,,-0.0034,,-1.2825,0.0033,-0.002,-0.8283,-1.2238,-1.1034,-3.9784,-0.4834,-2.3287,-7.7844,-1.4343,-0.5577,-1.8873,-2.2249,-0.8284,-1.227,-1.1909,-1.249,-0.3284,-9.717,0.0477,-1.2833,-1.6253,-3.3351,-2.2356,,,,1.0845,-0.0002,0.0068,-0.008,,,0.0156,-0.0004,0.0245,0.0017,0.0023,137.2804,-0.4441,,0.1717,-0.6616,-0.0249,0.0174,1.1938,0.002,-1.1504,0.0271,0.0003,-0.0071,,,,-0.0359,-0.0023,-0.0013,0.0117,-0.0115,,83.9523,50.9024,148.4062,-3.9602,0.0001,-0.4973,-110.1892,0.1113,-0.0002,,,-0.0078
1391,#1391 [MADness] The World Is Not Radioactive Enough,2,2. the nation's diplomats are all talk and no action,,,,,-0.006,,1.3177,,,0.6863,0.7399,0.8172,4.9735,0.61,1.0845,8.4788,1.3306,0.3733,0.9767,1.12,0.8362,1.4782,0.8935,1.1322,1.7661,9.983,,0.8132,1.5548,2.8632,1.6752,,,,-0.6448,,,,,,,,-0.359,0.0038,,4.2002,,,-0.0011,0.0015,0.4341,-0.1324,,-0.1015,0.8965,-0.2556,,,,,,0.0109,,0.0016,,,,51.003,34.2379,79.5244,2.3744,,0.2507,16.3893,,,,,
1391,#1391 [MADness] The World Is Not Radioactive Enough,3,3. intelligence analysts spend most of their time looking at embarrassing photos on social media sites,,,,-0.0009,-0.0395,0.0123,9.2011,,,1.5259,3.7971,6.9357,19.0486,2.3686,10.1562,31.5398,5.4105,3.3823,3.8677,5.4289,2.0043,2.8286,6.012,7.0211,3.9354,40.0005,0.0214,9.7623,8.6755,9.207,9.4745,,0.0239,0.012,-0.0212,,,,0.002,,0.0179,0.0045,-1.3295,0.0275,-0.0059,19.6991,0.0077,-0.0179,0.0602,-0.3425,1.4159,-0.5952,0.0871,-0.3937,5.6064,-0.6941,-0.0002,-0.0054,-0.0005,,0.082,0.0164,0.0059,0.0091,,,,316.3182,275.582,390.2857,10.933,-0.0002,2.8359,34.1896,0.0011,0.0005,0.368,,
1392,#1392 [MADness] No Crime to Spy,1,1. reassembling shredded papers is the highlight of a spy's day,0.0013,,,,-0.0003,,-0.7919,-0.001,,-1.726,-0.5466,-0.6388,-2.8647,-0.349,-0.9552,-2.7975,-0.8463,-0.1931,-0.4654,-0.7761,-0.3494,-0.5027,-0.722,-0.9509,-0.1585,-5.1625,0.0225,-0.8941,-1.1851,-0.808,-1.1398,,,,-0.0093,0.0001,,,,,,0.0029,0.0035,0.0004,0.0003,-1.0609,0.0067,,0.0769,-0.3347,0.0001,-0.0002,-0.0404,-0.0014,0.0336,0.0159,-0.0001,0.0033,,,0.0018,-0.0001,-0.0003,-0.0002,,,,36.4349,25.3942,55.6044,-1.6069,-0.0001,-0.3234,-54.6331,0.0005,0.0001,0.0267,,
1392,#1392 [MADness] No Crime to Spy,2,2. the nation's spies are always on break time,,,,,-0.0036,,-0.4375,,,-0.2638,-0.3941,-0.3323,-1.3687,-0.2793,-0.4375,-2.5884,-0.6822,-0.1418,-1.0111,-1.0051,-0.2943,-0.5534,-0.2345,-0.5704,-0.1393,-3.1839,0.0237,-0.5495,-0.8579,-1.422,-0.8457,,,,,,,,,,,,-0.0133,0.0014,,-1.7279,,,0.077,-0.3364,0.0161,-0.0084,,-0.0054,-0.4814,-0.0061,,,,,,0.0001,,0.0006,,,,53.2119,35.9764,87.0571,-1.0744,,-0.2217,-53.3496,,,,,
1393,#1393 [MADness] Authorization to Kill,1,"1. the navy is hoping to hear the enemy shout ""you sank my battleship!""",,,,,-0.0047,,-3.7929,,,-2.355,-2.9935,-3.4343,-13.501,-2.2819,-6.2592,268.3325,-4.6773,-2.0288,-5.1969,-8.3967,-2.4569,-3.286,-4.2626,-3.7743,-1.1974,262.5026,0.0233,-3.8981,-6.1394,-10.6334,-6.5113,,,,0.5874,,,,,,,,,-0.0008,,53.9942,-0.5328,,-0.0094,-0.129,,,,-0.0003,-3.5669,,0.0075,,,,,,,-0.0004,,,,183.6479,118.6246,309.239,-8.1787,,-1.3824,65.0312,0.054,,,,
1393,#1393 [MADness] Authorization to Kill,2,2. naval armadas borrow their formations from synchronized swimming handbooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,#1394 [MADness] For @@LEADER@@'s Ears Only,1,1. enemy agents are generally eliminated with extreme prejudice,,,,,-0.0078,-0.3149,0.9293,,,0.9897,1.0883,1.152,4.4667,0.6494,1.497,48.5746,1.761,0.9014,1.7058,2.5265,0.682,1.0687,1.7361,1.0548,6.2918,50.7155,0.0002,0.8317,1.5424,3.4603,2.2234,,,-0.1827,0.1618,,,,,,,-0.0574,-0.4758,0.0054,,5.8431,-0.3152,,-0.0131,0.0278,0.555,-0.1942,,-0.1027,0.8575,-1.8001,0.0056,,,,,0.237,,0.0019,,,,103.0296,52.8509,231.6392,2.0599,0.0173,0.2646,56.9908,0.0005,,-1.2741,,
1394,#1394 [MADness] For @@LEADER@@'s Ears Only,2,2. enemy agents often find themselves caught in a bind,,,,,-0.0005,,-0.7688,,,-0.4745,-0.551,-0.787,-2.2916,-0.357,-1.0085,-6.0529,-0.8166,-0.2629,-0.6559,-1.1159,-0.4454,-0.7485,-0.9776,-0.7651,-1.1376,-7.3144,0.0233,-0.8316,-1.2503,-1.627,-1.3726,,,,,0.0037,-0.0012,,,,-0.0058,,,0.0003,,72.9993,-0.2844,,0.0892,-0.3453,,,,-0.0195,-0.6227,,-0.0004,0.0018,,,,,,0.0013,-0.0081,0.0074,,40.2693,23.9293,71.4128,-1.691,,-0.2477,-73.3098,0.0568,,,,
1394,#1394 [MADness] For @@LEADER@@'s Ears Only,3,3. sly spies try to rely on national allies so that they don't die,,,,,-0.0019,0.3254,0.0861,,,0.2155,0.2435,0.2269,0.4596,0.1701,0.3725,-32.0062,0.3517,0.0729,0.2465,0.105,0.1594,0.2417,0.3083,0.1975,-2.2156,-31.5635,,0.1587,0.1661,0.118,0.1212,,,0.185,-0.1886,,,,,,,0.0469,0.0204,-0.0004,,0.275,0.3656,,0.011,-0.0243,,,,-0.0016,0.0831,1.1753,-0.0033,,,,,-0.1164,,0.0002,,,,-28.3756,-15.8683,-55.7795,0.2175,-0.0083,0.034,-19.3083,,,1.53,,
1395,#1395 [MADness] For @@LEADER@@'s Ears Only,1,1. enemy agents are generally eliminated with extreme prejudice,,,,,-0.0078,-0.3149,0.9293,,,0.9897,1.0883,1.152,4.4667,0.6494,1.497,48.5746,1.761,0.9014,1.7058,2.5265,0.682,1.0687,1.7361,1.0548,6.2918,50.7155,0.0002,0.8317,1.5424,3.4603,2.2234,,,-0.1827,0.1618,,,,,,,-0.0574,-0.4758,0.0054,,5.8431,-0.3152,,-0.0131,0.0278,0.555,-0.1942,,-0.1027,0.8575,-1.8001,0.0056,,,,,0.237,,0.0019,,,,103.0296,52.8509,231.6392,2.0599,0.0173,0.2646,56.9908,0.0005,,-1.2741,,
1395,#1395 [MADness] For @@LEADER@@'s Ears Only,2,2. enemy agents often find themselves caught in a bind,,,,,-0.0005,,-0.7688,,,-0.4745,-0.551,-0.787,-2.2916,-0.357,-1.0085,-6.0529,-0.8166,-0.2629,-0.6559,-1.1159,-0.4454,-0.7485,-0.9776,-0.7651,-1.1376,-7.3144,0.0233,-0.8316,-1.2503,-1.627,-1.3726,,,,,0.0037,-0.0012,,,,-0.0058,,,0.0003,,72.9993,-0.2844,,0.0892,-0.3453,,,,-0.0195,-0.6227,,-0.0004,0.0018,,,,,,0.0013,-0.0081,0.0074,,40.2693,23.9293,71.4128,-1.691,,-0.2477,-73.3098,0.0568,,,,
1395,#1395 [MADness] For @@LEADER@@'s Ears Only,3,3. sly spies try to rely on national allies so that they don't die,,,,,-0.0019,0.3254,0.0861,,,0.2155,0.2435,0.2269,0.4596,0.1701,0.3725,-32.0062,0.3517,0.0729,0.2465,0.105,0.1594,0.2417,0.3083,0.1975,-2.2156,-31.5635,,0.1587,0.1661,0.118,0.1212,,,0.185,-0.1886,,,,,,,0.0469,0.0204,-0.0004,,0.275,0.3656,,0.011,-0.0243,,,,-0.0016,0.0831,1.1753,-0.0033,,,,,-0.1164,,0.0002,,,,-28.3756,-15.8683,-55.7795,0.2175,-0.0083,0.034,-19.3083,,,1.53,,
1396,#1396 [MADness] Skycrash,1,1. enemy combatants are presumed guilty until proven innocent,-0.6547,-0.0002,,-0.0004,0.0206,-1.3696,-0.0567,0.5741,-0.1224,-0.1541,-1.0192,-0.5706,-1.7086,-0.0602,-0.7727,150.6424,-0.6388,0.1661,-0.4214,-0.5173,-0.3998,-0.2527,-13.8429,0.0447,16.9271,149.9171,0.001,-0.2008,-0.2492,1.8635,0.0088,,0.0035,-0.6649,2.2186,-0.0996,0.0778,-0.5998,,,,-0.1798,-0.0949,0.0014,0.1571,-0.8776,-1.2671,-0.0067,-0.0543,0.0914,,,27.8292,-0.0037,0.0508,-6.9857,0.0096,-0.2955,-0.0006,,,0.4088,-0.1571,0.0004,,,,146.2524,88.7931,257.2449,-0.4639,0.0396,-0.0504,103.1865,0.2355,-0.0004,-5.4629,,
1396,#1396 [MADness] Skycrash,2,2. maps of the enemy's positions are often covered in blood,-0.7847,-0.0002,,-0.0003,-0.084,-1.4539,10.2634,0.6785,-0.3578,6.0982,8.8115,9.6988,42.0802,6.4735,18.0106,261.3202,13.272,4.7895,13.4059,22.7128,7.5807,9.6851,13.4735,8.3139,9.7605,277.1178,,10.6559,18.3216,37.9423,21.2437,,0.0028,-0.7859,0.5776,-0.1059,0.1215,,0.0012,,0.0086,-0.2748,-2.5071,0.0563,0.113,56.9303,-1.4934,-0.0054,-0.0475,0.1263,3.5084,-1.2032,42.0221,-0.8775,10.8736,-11.1115,0.0211,-0.444,-0.0003,,,1.0719,-0.113,0.0192,-0.0072,0.0042,,735.9572,505.3081,1134.8276,25.6809,0.0703,3.7348,262.8889,0.0116,-0.0187,-6.9477,,-0.0086
1396,#1396 [MADness] Skycrash,3,3. tourists ask to stay in the same pleasant accommodations where foreign prisoners are kept,0.8309,,,,0.0046,0.3609,-1.8023,-0.8154,0.2135,-1.1281,-1.0705,-0.8944,-5.4775,-1.2966,-2.068,-30.7502,-2.0744,-1.128,-0.3854,-1.362,-0.7854,-0.9866,-3.7233,-2.6028,-9.1913,-32.7699,,-1.5333,-2.2766,-1.7151,-2.3289,,,0.2297,-0.1577,0.1121,-0.0378,,,,,0.0303,1.1968,-0.0061,0.024,-2.768,0.3613,,0.0129,-0.0289,-1.0226,0.2617,-26.4139,0.2631,-1.1855,1.0679,-0.0021,0.4445,,,,-0.0511,-0.024,-0.0021,,,,-92.646,-68.5227,-128.3229,-3.2093,-0.0061,-0.4461,-43.0181,-0.0145,,1.2457,,
1397,#1397 [MADness] On @@LEADER@@'s Secret Service,1,1/2. it's not only teenagers who mess around with fake IDs,,,,,-0.0017,,-2.9339,,,-2.5608,-3.1054,-3.3706,230.0018,-1.758,-4.8467,-20.4292,-5.094,-1.7647,-3.823,-5.7049,-2.1247,-3.5555,-5.4172,-5.3716,-1.1572,-26.3606,0.0231,-3.1039,-4.8442,-7.323,-5.5093,,,,,0.068,-0.0461,,,,,0.0016,,-0.0001,,-10.6043,0.001,,0.0126,-0.1526,,,,-0.0039,-2.7208,0.0143,,-0.0007,,,,-0.0,,-0.0001,-3.3236,3.1183,,158.8886,97.1772,290.4419,-6.961,-0.0,-1.0416,52.8264,,,,,
1397,#1397 [MADness] On @@LEADER@@'s Secret Service,2,3. the government hopes that Federation janitors overhear all of the good gossip,0.0092,,,,0.0023,0.0126,0.7085,-0.0138,0.0038,0.2171,0.4744,0.5898,2.5415,0.1858,0.9933,2.6176,0.5873,0.1435,0.9626,0.9611,0.4548,0.5574,0.8212,1.0352,0.1817,3.4247,-0.0197,0.8388,1.1768,1.6617,1.192,,,0.0035,-0.0135,0.0017,,,,,,0.0012,0.037,0.0,0.0047,1.7102,0.0238,,-0.0652,0.3129,-0.0003,0.0014,-0.0983,0.0047,0.5692,0.0136,0.0002,0.0118,,,,,-0.0047,0.0,,,,-38.7915,-27.9492,-55.1364,1.5483,-0.0002,2.3147,54.8558,,,,,
1398,#1398 [MADness] Spectre Royale,1,1. military advisors frequently remind San Vitenzan farmers that they have to pull the pin on a grenade before throwing it,,,,,0.003,,-7.4122,,,-4.0547,-6.2766,-6.1407,-30.0061,-4.1204,-8.9746,503.502,-9.2079,-2.4606,-9.0004,-14.5851,-4.4938,-6.4861,-7.7283,-10.3869,-1.9659,493.2495,0.0428,-8.1933,-11.739,-18.9285,-12.1267,,,,1.2431,,,-0.5677,,,,,,-0.0021,,107.1861,-1.2063,,-0.0125,-0.2579,,,,-0.0007,-7.1756,,0.0121,-0.0862,,,,,,-0.0006,,,,341.7073,232.7006,543.0389,-16.0194,,-2.8305,111.7542,0.3462,,,,
1398,#1398 [MADness] Spectre Royale,2,2. there's more than one way to skin a diplomat,,,,,-0.0015,,0.9324,,,0.4969,0.7232,0.8741,3.8455,0.3681,0.5774,-59.2903,0.8569,0.3456,2.2695,1.9851,0.7159,0.8958,0.8193,0.9485,0.3496,-57.8712,-0.0047,0.9064,1.6992,2.5944,1.95,,,,-1.9418,0.0003,,,,,,,,0.0009,,-13.9055,0.1667,,0.0032,0.033,,,,,0.8243,,-0.0007,,,,,,,0.0003,-0.0071,0.0066,,-38.8102,-25.3681,-63.9309,2.0032,,0.3145,-15.6917,-0.0114,,,,
1399,#1399 [MADness] VioletEye,1,1. soiled underwear is being repurposed as (off-)white flags,,0.1719,,,-0.0106,,12.3713,,,5.3326,8.6974,7.7968,41.0232,3.2126,36.6294,-474.5787,12.6755,6.0439,12.1639,14.9913,2.5384,8.02,6.0526,8.9874,4.9539,-461.3565,-0.0458,10.9313,16.6145,30.0142,21.7152,,,,-0.7448,0.0087,-0.0081,,,,,,,0.0297,,-100.9294,1.0929,,-0.001,0.2684,,,,0.0019,11.619,,-0.0203,-0.0026,,,,,,0.0384,-0.2619,0.3235,,-177.1965,-61.5323,-411.4194,21.8639,,5.8813,-64.0716,-0.1116,,,,
1399,#1399 [MADness] VioletEye,2,"2. ordinary soldiers trade rumors about the top secret ""Death From Above"" project",,,,,-0.0046,,-6.7168,,,-3.9461,-5.0269,-5.6501,-28.1874,-3.7506,-9.4741,481.8206,-8.0007,-2.6914,-8.6377,-13.5162,-4.1891,-6.3703,-9.1728,-8.8913,-2.4359,472.1912,0.0418,-8.7109,-11.1212,-19.0582,-11.2919,,,,0.5827,,,,,,,,,-0.0002,,103.865,-1.196,,-0.0188,-0.2566,,,,-0.0007,-6.5741,,0.0122,,,,,,,0.0001,,,,327.9231,227.3722,484.5222,-16.3869,,-2.7693,107.7184,0.1169,,,,
1399,#1399 [MADness] VioletEye,3,3. no bunny expects the @@DEMONYMADJECTIVE@@ rabbit coalition,,,,,-0.0044,-0.4749,-8.835,,,-4.8858,-5.4586,-7.4847,-34.2438,-4.1771,-9.6542,582.1638,-8.8397,-3.1276,-9.6564,-20.6108,-4.4915,-7.6711,-7.3425,-9.5635,-1.2153,569.7935,0.0647,-8.8586,-13.101,-20.5608,-12.8404,,,-0.2756,0.7312,,,-0.0114,,-0.0053,-0.0139,-0.0822,0.0183,0.0018,,168.5054,-1.905,,0.0143,-0.5356,,,,-0.0024,-7.0517,-2.0422,0.011,-0.0025,,,,0.2542,,0.0007,,,-0.0029,456.5021,310.9408,737.0833,-19.3958,0.0117,-2.8985,112.6594,0.1669,-0.0007,-2.0533,,
1400,#1400 [MADness] President No,1,1. citizens are being told that the greatness of a nation's power is the measure of its surrender,,,,,-0.07,0.0841,-0.3111,,,1.3359,0.7996,0.41,3.3689,-0.1204,0.08,-10.1011,0.49,0.6607,1.2267,-1.3959,0.403,0.5874,-0.1741,0.3456,-5.39,-8.3567,-0.0204,61.3041,0.0844,0.8196,0.4863,,,0.0359,-0.0693,,,,,,,0.0522,0.0063,0.0289,,-121.827,0.4733,,-0.0733,0.26,,,,-0.0348,-0.0185,0.7744,-0.0056,,,,,-0.1219,,0.0096,,,,-65.4833,-29.4619,-145.4815,0.0122,-0.0122,0.137,69.4256,-0.0878,,,,
1400,#1400 [MADness] President No,2,2. they say the best compromise leaves everyone feeling a little unarmed,,,,,0.0033,,1.1069,,,1.0566,1.3751,1.6707,4.9237,0.7582,1.4793,6.4523,1.9227,0.5816,1.5185,2.0584,0.7244,1.4901,2.3282,2.1084,0.7927,9.1788,-0.0487,1.1584,1.9101,2.6095,2.1757,,,,-2.0189,,,,,,,,,-0.0009,,-139.9131,0.5173,,-0.193,0.6665,,,,0.0284,0.8292,,,,,,,,,0.0001,,,,-86.3984,-42.5938,-217.5204,2.4799,,0.3305,144.9327,-0.1195,,,,
1400,#1400 [MADness] President No,3,3. international negotiations always lead to a lot of missile-laneous expenses,,,,,-0.0053,0.6731,-1.3351,,,-0.2105,-0.8224,-1.4518,-4.2512,-0.2355,-2.3705,-61.5676,-1.102,-0.1948,-0.7351,-0.8976,-0.4595,-0.8221,-1.1378,-2.767,-4.8526,-63.2259,0.0455,-1.7909,-2.1375,-2.2255,-1.8638,,,0.4567,-2.4705,,,,,,,0.0965,0.0643,0.0011,,-144.4206,3.2695,,0.1979,-0.7214,,,,-0.0358,-1.0122,1.7509,-0.0045,,,,,-0.1907,,0.0006,,,,29.5092,24.6886,31.5329,-2.8655,-0.0204,282.0359,-184.2813,-0.1122,,2.5067,,
1401,#1401 [MADness] Leave and Let Die,1,1. they say the best compromise leaves everyone feeling a little unarmed,,,,,0.0033,,1.1069,,,1.0566,1.3751,1.6707,4.9237,0.7582,1.4793,6.4523,1.9227,0.5816,1.5185,2.0584,0.7244,1.4901,2.3282,2.1084,0.7927,9.1788,-0.0487,1.1584,1.9101,2.6095,2.1757,,,,-2.0189,,,,,,,,,-0.0009,,-139.9131,0.5173,,-0.193,0.6665,,,,0.0284,0.8292,,,,,,,,,0.0001,,,,-86.3984,-42.5938,-217.5204,2.4799,,0.3305,144.9327,-0.1195,,,,
1401,#1401 [MADness] Leave and Let Die,2,2. nuclear superiority has been traded for moral superiority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,#1402 [MADness] You Only Negotiate Twice,1,1/2. the nation is relieved that all of the recent madness has finally come to an end,,,-0.004,,-0.0,0.005,-0.014,,,-0.013,-0.0222,-0.0541,-0.1458,-0.0261,-0.0488,-0.0718,-0.0104,-0.002,-0.013,-0.0066,-0.0067,-0.0638,-0.0418,-0.0831,-0.0174,-0.1389,0.0009,-0.0279,-0.0291,-0.0347,-0.0195,,,0.0038,-0.0286,-0.0007,0.0001,,,,,0.0005,-0.0014,,0.0014,0.0664,0.0078,,0.0043,-0.0118,0.0026,-0.0018,0.2312,-0.0006,-0.0117,-0.0106,,,,,,0.0,-0.0014,,,,,1.2716,0.6932,2.2163,-0.049,-0.0,2.2435,-3.4652,0.0002,,,,
1403,#1403 [MADness] Tomorrow Never Arrives,1,1/2. rural @@DEMONYMNOUNPLURAL@@ stare in awe at the bright lights of the big cities,,,,,0.0118,-0.8984,-0.2819,,,-0.7219,-0.716,-0.693,-2.9717,-0.5942,-0.6281,112.535,-0.8158,-0.4767,-0.8678,-0.8195,-0.5823,-0.5874,-1.3958,-1.3962,8.216,111.122,0.0002,-0.4912,-0.621,-0.3392,-0.5727,,,-0.4655,0.5003,,,0.0025,,,,-0.1596,-0.074,-0.0008,,-0.1665,-0.7857,,-0.0378,0.0876,,,,0.0054,-0.3075,-4.5218,0.0157,0.0001,,,,0.5438,,-0.0002,,,,99.755,52.8545,212.469,-0.9592,0.0482,-0.0963,82.8877,-0.0007,,-4.4495,,
1404,#1404 [MADness] Die Some Other Day,1,1/2. the best spies are positively radiant after completing a big mission,-0.0031,-0.0113,,-0.0008,-0.0041,-0.0066,0.0964,0.0031,-0.0015,-37.2452,0.0771,0.424,0.4626,0.6013,0.3085,3.6328,0.0362,1.0407,1.0599,1.1564,,0.1445,1.2816,,1.2327,-33.1883,-0.0014,0.5421,0.229,0.4578,0.4698,,0.0095,-0.0048,-0.0109,,0.0005,,,,0.0491,-0.0006,0.0041,0.0013,0.0067,1.7466,-0.0074,-0.0171,0.007,-0.0072,,,2.2578,-0.0098,-4.4629,0.0397,-0.0001,-0.0142,-0.1094,,0.056,-0.034,-0.0067,-0.0036,0.1227,-0.1227,,-24.6393,-4.1597,-63.9816,0.4818,-0.0016,,-19.1196,0.0001,,,,
1405,#1405 [MADness] Spectrum of Solace,1,1. taxpayers cringe whenever someone brings up the Former Antagonist Reparations Treaty,0.0205,,,,-0.0127,0.3474,-0.6983,-0.0154,0.0024,-0.3841,-0.7625,-0.7906,-0.5974,-0.3529,-1.2191,-39.111,-1.0485,-0.2582,-0.862,-1.0331,-0.6327,-0.7409,-0.8552,-1.2617,-3.1522,-40.2853,0.0316,-0.782,-1.1251,-1.6267,-1.1287,,,0.2343,-2.0407,0.0023,,0.0081,,,,0.0471,0.0328,0.0012,-0.005,-2.0266,0.8047,,0.1486,-0.4532,,,-0.1288,-0.0255,-0.6071,1.475,-0.0044,0.0062,,,,-0.1397,0.005,0.0004,-0.0145,0.0126,,20.6238,16.0648,20.7282,-1.5648,-0.0118,90.0012,-123.9646,-0.0002,,1.4667,0.0194,
1405,#1405 [MADness] Spectrum of Solace,2,2. the nation's most powerful weapon is its negotiating skills,,,,,-0.0115,0.5731,15.0923,,,7.7623,9.5415,18.5862,50.0662,63.0146,7.0915,-867.2015,14.7038,7.0608,2.1762,19.6831,17.5362,10.61,25.8946,19.4269,2.8054,-840.6838,-0.1077,16.7077,22.6838,31.2023,25.4292,,,0.3823,-1.82,,,,,,,0.0915,0.0723,0.01,,-434.7938,5.6908,,-0.1008,0.9608,,,,-0.1269,11.7692,3.2069,-0.01,0.4431,0.0038,,,-0.6115,,0.0023,6.8308,-6.9992,,-643.1238,-364.1077,-1258.6154,35.5277,-0.0246,118.0115,-142.9546,-0.32,-0.0369,,,
1405,#1405 [MADness] Spectrum of Solace,3,3. a surprisingly large share of the nation's budget is used to buy new houses for immigrants,1.6083,,,,-0.1206,0.6143,-2.4323,-1.4964,0.3617,-0.816,-1.9468,-1.8885,-10.4694,-0.5994,-3.1202,-86.9587,-2.2728,-0.4904,-1.9226,-2.2494,-0.9502,-1.8555,-2.9032,-3.8617,-0.836,-89.6647,0.0766,129.14,-3.7834,-4.8302,-3.8319,,,0.35,-1.994,0.4438,-0.2311,,,,,0.1619,0.0062,0.0581,-0.3847,-6.4417,0.9268,,0.2417,-1.2468,,,-95.4453,-0.0751,-2.0489,3.4679,-0.0064,7.3849,,,,-0.1513,0.3847,0.0196,,,1.7457,69.6472,48.8589,120.5957,-5.5981,-0.0147,111.5817,-215.2238,-0.6111,1.0472,21.104,,
1405,#1405 [MADness] Spectrum of Solace,4,"4/5. trade ministers have to consult a fifty-page ""sanctions spreadsheet"" to determine which countries they are allowed to do business with",,-0.1971,,-0.0596,0.0112,,11.7045,,,-37.0229,-54.488,-65.1313,-17.3557,-29.0784,-35.1452,2.2507,-47.893,-27.4059,-63.6766,-60.5929,-50.0818,-57.2462,-27.7715,-48.465,-25.5227,-99.5957,,12.6543,20.5376,41.3159,24.1693,,0.2691,,0.5648,-0.0696,0.048,,,,,0.0158,0.0027,-0.0217,0.1256,66.9245,0.0306,-0.4169,0.3775,-1.0528,,,35.1835,-0.1067,12.1804,-0.7063,-0.0046,0.0812,-0.0086,,0.6039,0.126,-0.1256,-0.0729,0.0358,-1.1279,,-613.5963,-176.9618,-1680.9821,30.072,-0.0024,4.1212,-552.1246,,-0.1239,-0.24,,
1406,#1406 Can't Touch This,1,"1/2. police are saying ""bye book"" to ""by the book""",-0.2771,,,,-0.1196,,-0.8429,0.232,-0.0889,-0.2202,-0.4256,-0.2978,-1.1007,-0.2029,-1.4247,-4.1713,-0.7098,0.0324,-1.5191,-1.1511,-0.2489,-0.348,0.2202,-0.7442,-35.636,-4.6898,0.0189,-1.206,-1.6327,65.9422,-1.8073,,,,,-0.0242,0.0196,,,,,0.6296,0.2382,0.0827,0.0644,-2.2862,0.0631,,0.0658,-0.3173,0.5267,-0.0744,14.9836,-0.0707,-0.8636,10.1458,-0.0167,-0.1798,,,,-1.8742,-0.0644,0.0273,,,,-0.0016,4.0442,-25.5111,-2.02,-0.198,-0.3791,-72.1333,0.0027,,,,
1406,#1406 Can't Touch This,2,3. lawmakers frequent the same speakeasies that they've publicly sworn to shut down,0.1853,,,,0.0288,,-1.5441,-0.1685,0.0147,-0.0776,-0.3103,-1.2632,-2.2165,-0.1926,-0.4721,-1.7232,-0.3253,-0.3341,-0.6947,-1.2635,-0.1912,-0.9265,-0.5968,-1.0865,4.695,-3.0624,0.0176,-1.0968,-2.0982,-2.1721,-4.2485,,,,,0.0176,-0.0147,,,,,-0.2209,0.1112,-0.0271,-0.0253,-0.8744,-0.0988,,0.0485,-0.3124,-0.3741,0.055,-6.0709,0.0459,-1.0276,-0.9618,0.01,0.1047,,,,0.7179,0.0253,-0.0091,,,,48.7344,26.4456,91.5294,-4.3232,0.0676,-0.2412,-63.7418,-0.0003,,,,
1406,#1406 Can't Touch This,3,4. organised crime is fine as long as there's a well-organised tax return,,,,,0.3421,,0.5021,,,-0.5754,0.1062,-1.2717,-1.3735,0.0183,0.4642,-6.8629,-0.7775,-0.831,-2.65,-4.9277,-0.1271,-1.6258,59.085,-1.0967,25.7767,-8.7102,,1.2077,0.3779,-0.7267,-0.315,,,,,,,,,,,-0.4679,-0.269,-0.1463,-0.0062,-0.4365,-0.1127,,-0.1225,1.0619,1.0212,-0.1525,,-0.046,0.5244,-6.1077,0.046,0.1806,,,,3.3773,0.0062,-0.0487,,,,63.9481,31.1929,161.1042,0.846,0.2852,0.351,187.1694,,,,,
